employee_number,gender,birth_year,age,marital_status,dist_home,job_title,department,departured,year_at_comp,standard_hours,remote,business_travel,over_time,job_level,stock_opt_level,traning_times_last_year,perf_rate,year_last_promotion,year_current_mngr,education_field,education_scale,annual_salary,monthly_income,daily_rate,perc_salary_hike,env_sat_rate,job_involvement,job_sat_rate,relationship_sat_rate,work_life_balance,num_comp_worked,tot_working_year
1393,F,1992,31.0,Single,2,Sales Representative,Sales,Yes,1,Part Time,Yes,travel_frequently,No,1,0,3,3,0,0,Unknown,3,28111.13,2342.59,290.03550973654063,14,3,2,4,3,4,7,3
1394,F,1992,31.0,Single,1,Sales Representative,Sales,Yes,1,Part Time,No,travel_frequently,Unknown,1,0,3,,0,0,Life Sciences,4,28111.13,2342.59,290.03550973654063,12,2,1,3,2,3,1,
1395,F,1992,31.0,Unknown,8,Research Scientist,Research & Development,Yes,1,Part Time,No,travel_rarely,Unknown,1,0,3,3,0,0,Life Sciences,3,28111.13,2342.59,290.03550973654063,12,1,2,2,3,4,1,
1396,M,1996,27.0,Married,11,Laboratory Technician,Research & Development,No,5,Part Time,No,travel_rarely,Unknown,1,0,3,3,1,4,Life Sciences,1,28111.13,2342.59,290.03550973654063,14,2,3,1,2,4,0,6
1397,F,1984,39.0,Single,2,Laboratory Technician,Research & Development,Yes,1,,Yes,Unknown,Yes,1,0,2,4,0,0,Unknown,3,28111.13,2342.59,290.03550973654063,23,1,2,1,2,4,2,11
1398,F,1979,44.0,Married,1,Sales Executive,Sales,No,1,Part Time,No,travel_frequently,Unknown,2,1,4,,0,0,Marketing,5,47680.0,3973.33,491.936507936508,12,1,3,3,3,2,7,11
1399,M,1993,30.0,Unknown,25,Research Scientist,Research & Development,No,1,Part Time,No,Unknown,Unknown,1,2,2,3,0,0,Unknown,3,12740.0,32005.943333333333,131.44444444444446,13,25,3,3,2,2,1,1
1400,M,1988,35.0,Unknown,26,Sales Representative,Sales,No,1,Part Time,Yes,travel_rarely,No,1,1,3,,0,0,Life Sciences,1,24040.0,2003.33,248.031746031746,13,4,3,3,1,3,1,1
1401,M,1999,24.0,Unknown,9,Laboratory Technician,Research & Development,Yes,0,Part Time,No,travel_frequently,Unknown,1,0,2,3,0,0,Unknown,3,28111.13,2342.59,290.03550973654063,11,2,3,1,3,2,2,
1402,F,1999,24.0,Married,13,Sales Representative,Sales,No,1,Part Time,Yes,Unknown,Unknown,1,1,2,3,0,0,Unknown,2,20330.0,1691.1133333333335,209.75396825396828,13,4,3,2,3,,1,1
1403,M,1995,28.0,Single,2,Laboratory Technician,Research & Development,Yes,0,Part Time,Yes,Unknown,No,1,0,2,,0,0,Medical,2,25610.0,2136.11,264.23015873015873,11,3,2,1,3,2,7,8
1404,M,1995,28.0,Unknown,1,Research Scientist,Research & Development,No,1,Part Time,No,travel_rarely,Unknown,1,1,2,3,0,0,Life Sciences,3,15630.0,32005.943333333333,161.26190476190476,14,1,2,3,4,1,1,1
1405,M,1990,33.0,Unknown,8,Healthcare Representative,Research & Development,No,0,,Yes,Unknown,Unknown,2,0,6,3,0,0,Unknown,5,63856.666666666664,5323.33,659.0793650793651,17,4,3,3,1,3,2,14
1406,F,1984,39.0,Single,6,Manufacturing Director,Research & Development,No,2,Part Time,No,travel_rarely,Unknown,3,0,3,,2,2,Unknown,3,83760.0,6377.22,864.1904761904763,18,2,3,2,4,3,4,9
1407,M,1981,42.0,Married,2,Laboratory Technician,Research & Development,No,1,Full Time,Yes,Unknown,Unknown,1,1,3,,0,0,Medical,3,48410.0,4034.17,499.468253968254,14,3,2,2,2,,4,
1408,M,1994,29.0,Married,9,Research Scientist,Research & Development,No,1,Part Time,No,travel_rarely,No,1,2,2,3,0,0,Unknown,3,28111.13,2342.59,290.03550973654063,18,3,4,3,1,2,6,
1409,M,1988,35.0,Unknown,1,Laboratory Technician,Research & Development,No,3,Part Time,No,travel_rarely,No,1,0,3,3,1,2,Unknown,3,28111.13,2342.59,290.03550973654063,19,4,2,1,2,3,1,
1410,F,1988,35.0,Unknown,14,Laboratory Technician,Research & Development,Yes,1,,Yes,travel_rarely,Unknown,1,1,2,3,0,0,Unknown,3,20673.333333333332,1728.33,213.984126984127,12,14,3,1,4,3,1,1
1411,M,1989,34.0,Single,13,Research Scientist,Research & Development,No,1,Full Time,No,Unknown,Unknown,1,0,4,3,0,0,Medical,4,29720.0,2476.67,306.63492063492066,13,13,3,4,3,,1,
1412,F,1997,26.0,Unknown,3,Research Scientist,Research & Development,No,1,Part Time,Yes,travel_rarely,Unknown,1,0,5,4,0,0,Unknown,3,28111.13,2342.59,290.03550973654063,21,1,3,4,1,3,1,1
1413,F,1987,36.0,Single,1,Sales Executive,Sales,No,1,Full Time,Yes,travel_rarely,No,2,0,5,3,0,0,Life Sciences,4,68150.0,5679.17,703.1349206349207,13,2,3,3,1,3,6,
1414,M,1973,50.0,Married,24,Manager,Unknown,No,1,Full Time,No,Unknown,Yes,5,1,2,,0,0,Marketing,3,191324.62,15943.72,1973.9841269841268,16,24,3,3,3,3,4,
1415,M,1981,42.0,Unknown,9,Manager,Unknown,No,1,Full Time,No,travel_rarely,No,5,0,2,4,0,1,Unknown,2,191324.62,15943.72,1973.9841269841268,22,4,2,4,4,3,8,24
1416,M,1988,35.0,Unknown,7,Laboratory Technician,Research & Development,No,1,,No,Unknown,No,1,1,5,3,0,1,Life Sciences,2,26860.0,2241.67,277.53968253968253,18,3,2,4,4,2,1,
1417,M,1977,46.0,Unknown,1,Manager,Unknown,No,26,Full Time,No,travel_rarely,Unknown,4,0,5,3,0,12,Life Sciences,4,175670.0,14295.0,1812.468253968254,15,4,4,1,2,1,1,27
1418,F,2005,18.0,Single,3,Sales Representative,Sales,Yes,0,Part Time,Yes,travel_frequently,Yes,1,0,2,3,0,0,Medical,2,15690.0,1509.4433333333334,161.88095238095238,12,2,3,4,3,4,1,0
1419,M,1994,29.0,Divorced,5,Sales Executive,Sales,No,10,Part Time,Yes,Unknown,Yes,2,1,3,,0,9,Unknown,3,41870.0,3489.17,431.9920634920635,13,1,2,2,2,2,1,10
1420,F,1992,31.0,Unknown,5,Sales Executive,Sales,No,10,Part Time,Yes,Unknown,No,2,2,2,3,0,2,Life Sciences,4,53914.11,4492.84,556.2566609977324,11,1,3,4,1,,1,10
1421,M,1982,41.0,Single,23,Sales Executive,Sales,No,2,Part Time,Yes,travel_rarely,Unknown,3,0,2,3,0,2,Unknown,2,100071.84,8339.32,1032.4872861766066,16,4,3,3,4,3,3,21
1422,F,1985,38.0,Unknown,4,Laboratory Technician,Research & Development,No,0,Full Time,Yes,travel_rarely,Unknown,1,1,5,3,0,0,Unknown,2,33060.0,2803.33,341.09523809523813,19,4,3,3,4,,7,7
1423,M,1991,32.0,Single,2,Laboratory Technician,Research & Development,Yes,1,Part Time,Yes,travel_rarely,No,1,0,2,3,0,0,Life Sciences,4,13930.0,32005.943333333333,143.72222222222223,12,4,3,2,1,3,1,1
1424,M,1963,60.0,Divorced,1,Healthcare Representative,Research & Development,No,1,Full Time,No,Unknown,No,3,1,2,4,0,0,Unknown,4,108830.0,9069.17,1122.8492063492065,20,3,1,4,3,4,3,19
1425,M,1999,24.0,Married,22,Human Resources,Human Resources,Yes,1,,Yes,Unknown,No,1,1,2,,0,0,Unknown,1,28111.13,2342.59,290.03550973654063,11,4,1,3,3,3,1,1
1426,F,1983,40.0,Unknown,8,Manufacturing Director,Research & Development,No,1,,Yes,travel_rarely,Yes,2,1,3,3,0,0,Life Sciences,2,53914.11,4492.84,556.2566609977324,16,2,3,1,2,3,2,18
1427,M,1993,30.0,Married,21,Research Scientist,Research & Development,No,10,,Yes,travel_rarely,No,1,1,2,3,0,8,Unknown,1,28496.666666666668,2385.0,295.2857142857143,12,2,3,4,2,2,1,10
1428,M,1976,47.0,Unknown,2,Sales Executive,Sales,No,1,Part Time,Yes,non-travel,No,2,1,3,3,0,0,Marketing,4,53914.11,4492.84,556.2566609977324,11,3,3,2,4,1,7,4
1429,M,1991,32.0,Single,1,Sales Executive,Sales,Yes,0,Full Time,No,travel_rarely,Unknown,2,0,2,3,0,0,Unknown,2,67350.0,5612.5,694.8809523809524,15,1,1,2,2,3,6,10
1430,F,1978,45.0,Married,41,Human Resources,Human Resources,No,5,,Yes,travel_rarely,Unknown,3,2,2,4,0,3,Life Sciences,3,97560.0,8215.883333333333,1006.5714285714288,21,41,1,3,3,4,4,9
1431,M,1989,34.0,Married,2,Research Scientist,Research & Development,No,5,Part Time,No,Unknown,Yes,1,3,3,3,1,2,Unknown,4,28111.13,2342.59,290.03550973654063,14,4,4,4,1,3,0,6
1432,F,1990,33.0,Unknown,16,Sales Executive,Sales,Yes,0,Part Time,Yes,Unknown,Yes,3,0,2,4,0,0,Unknown,3,100071.84,8339.32,1032.4872861766066,20,1,3,1,3,2,2,
1433,M,1992,31.0,Married,16,Sales Executive,Sales,Yes,1,,Yes,travel_rarely,Unknown,3,3,2,3,0,0,Unknown,4,100071.84000000001,8339.32,1032.4872861766066,13,1,3,3,1,3,2,
1434,F,1994,29.0,Divorced,4,Research Scientist,Research & Development,No,1,Part Time,Yes,travel_rarely,Unknown,1,1,2,3,0,0,Technical Degree,3,28111.13,2342.59,290.03550973654063,13,4,2,1,3,3,1,
1435,M,1993,30.0,Married,16,Healthcare Representative,Research & Development,No,7,Part Time,No,Unknown,No,2,1,3,3,1,7,Unknown,3,52940.0,4411.67,546.2063492063493,16,3,4,3,3,3,3,10
1436,M,1985,38.0,Married,18,Healthcare Representative,Research & Development,No,1,Part Time,Yes,travel_rarely,Unknown,2,1,2,3,1,0,Medical,3,53914.11,4492.84,556.2566609977324,16,2,1,4,3,3,3,
1437,M,1980,43.0,Unknown,17,Research Scientist,Research & Development,Yes,1,Part Time,No,Unknown,Yes,1,1,4,3,0,0,Technical Degree,3,24370.0,2030.83,251.43650793650792,16,3,2,3,4,3,9,6
1438,M,1968,55.0,Married,44,Research Director,Research & Development,No,1,Full Time,No,travel_rarely,No,5,3,2,3,0,0,Unknown,3,191324.62,15943.72,1973.9841269841268,12,3,2,1,2,3,8,34
1439,M,2002,21.0,Single,7,Sales Representative,Sales,Yes,1,,Yes,Unknown,Unknown,1,0,3,3,1,0,Marketing,1,28111.13,2342.59,290.03550973654063,13,2,3,2,2,3,1,
1440,F,2001,22.0,Unknown,45,Laboratory Technician,Research & Development,Yes,1,Part Time,Yes,travel_rarely,Yes,1,0,6,3,0,0,Medical,1,28111.13,2342.59,290.03550973654063,17,3,3,1,3,3,1,1
1441,M,1986,37.0,Divorced,8,Human Resources,Human Resources,No,10,Part Time,Yes,travel_rarely,No,2,0,4,3,4,7,Other,2,40710.0,3376.6633333333334,420.0238095238095,13,3,3,2,3,2,2,19
1442,M,1981,42.0,Married,13,Healthcare Representative,Research & Development,No,0,Part Time,No,travel_rarely,No,2,2,2,,0,0,Unknown,3,53914.11,4492.84,556.2566609977324,18,2,4,1,3,2,5,10
1443,F,2005,18.0,Single,14,Research Scientist,Research & Development,No,0,,Yes,Unknown,Unknown,1,0,4,3,0,0,Unknown,3,28111.13,2342.59,290.03550973654063,16,2,3,3,3,1,1,0
1444,M,1992,31.0,Married,18,Human Resources,Human Resources,Yes,1,Full Time,Yes,travel_rarely,No,1,0,4,3,0,0,Human Resources,5,29560.0,2463.33,304.984126984127,17,4,4,1,3,3,0,2
1445,F,1987,36.0,Unknown,2,Research Scientist,Research & Development,No,1,,Yes,travel_rarely,Yes,2,1,2,4,0,0,Unknown,4,53914.11,4492.84,556.2566609977324,22,4,3,2,4,3,4,
1446,M,1991,32.0,Unknown,10,Sales Executive,Sales,No,0,Part Time,Yes,travel_frequently,Unknown,2,0,2,3,0,0,Marketing,4,46480.0,3873.33,479.5555555555556,13,4,3,4,3,4,8,
1447,M,1994,29.0,Divorced,29,Healthcare Representative,Research & Development,No,7,Part Time,No,Unknown,No,2,2,3,,1,6,Life Sciences,1,53914.11,4492.84,556.2566609977324,17,4,1,3,4,,8,11
1448,M,1981,42.0,Unknown,8,Laboratory Technician,Research & Development,No,0,Part Time,Yes,travel_rarely,No,1,0,3,,0,0,Unknown,3,28111.13,2342.59,290.03550973654063,13,4,3,3,4,3,4,
1449,M,1994,29.0,Married,6,Human Resources,Human Resources,No,1,Part Time,Yes,travel_rarely,No,1,0,3,3,0,0,Unknown,1,28040.0,2336.67,289.3015873015873,11,4,2,2,4,3,1,
1450,M,1994,29.0,Unknown,24,Research Scientist,Research & Development,Yes,1,Part Time,No,Unknown,Yes,1,0,3,,1,0,Unknown,2,24390.0,2032.5,251.6428571428572,24,4,2,4,2,2,1,1
1451,F,1995,28.0,Unknown,3,Sales Representative,Sales,No,1,,Yes,travel_rarely,No,1,1,3,3,0,0,Medical,3,28463.333333333332,2380.0,294.6666666666667,19,2,3,2,4,3,1,1
1452,M,1993,30.0,Unknown,9,Sales Representative,Sales,Yes,1,,No,Unknown,Unknown,1,0,3,3,0,0,Unknown,3,28111.13,2342.59,290.03550973654063,13,2,3,4,3,2,1,
1453,M,2001,22.0,Single,7,Research Scientist,Research & Development,Yes,1,,Yes,travel_rarely,Unknown,1,0,2,4,0,0,Life Sciences,1,28111.13,2342.59,290.03550973654063,23,4,3,2,1,3,1,1
1454,F,1997,26.0,Unknown,1,Research Scientist,Research & Development,No,1,Full Time,No,Unknown,Yes,1,1,3,3,1,0,Life Sciences,2,29330.0,2444.17,302.6111111111111,13,2,2,3,3,2,1,1
1455,M,1979,44.0,Unknown,1,Healthcare Representative,Research & Development,No,2,Part Time,Yes,travel_rarely,Unknown,2,1,5,3,2,2,Unknown,4,53914.11,4492.84,556.2566609977324,15,2,4,1,4,3,2,10
1456,M,1994,29.0,Single,24,Sales Representative,Sales,Yes,1,Part Time,Yes,travel_frequently,No,1,0,3,3,0,0,Technical Degree,3,10910.0,32005.943333333333,112.56349206349206,17,3,4,1,4,,1,1
1457,F,1995,28.0,Unknown,13,Sales Executive,Sales,Yes,2,Part Time,Yes,travel_rarely,Yes,2,0,0,3,2,2,Marketing,2,53914.11,4492.84,556.2566609977324,11,4,3,3,4,3,3,6
1458,F,1967,56.0,Married,11,Sales Executive,Sales,No,0,Part Time,Yes,travel_rarely,Unknown,2,1,3,3,0,0,Unknown,5,53914.11,4492.84,556.2566609977324,16,4,2,1,3,3,4,
1459,M,1984,39.0,Married,9,Manufacturing Director,Research & Development,No,10,Part Time,Yes,travel_rarely,No,2,1,3,4,7,9,Unknown,2,51510.0,4289.166666666667,531.452380952381,25,1,3,1,4,3,1,10
1460,F,1965,58.0,Unknown,21,Manager,Unknown,No,1,Full Time,Yes,Unknown,Yes,4,1,2,3,0,0,Unknown,3,153407.07,12783.92,1582.7713464696226,13,4,3,4,3,2,4,
1461,M,1981,42.0,Divorced,12,Sales Executive,Sales,No,0,Part Time,No,travel_rarely,Unknown,2,2,4,,0,0,Marketing,4,53914.11,4492.84,556.2566609977324,12,2,3,4,3,3,3,14
1462,F,1996,27.0,Married,22,Human Resources,Human Resources,Yes,1,Full Time,No,Unknown,No,1,0,2,3,0,0,Unknown,3,28630.0,2385.83,295.3888888888889,12,1,2,2,1,3,1,
1463,M,1985,38.0,Single,1,Sales Representative,Sales,No,1,,Yes,travel_rarely,Unknown,1,0,3,3,0,0,Unknown,3,28496.666666666668,2381.67,294.8730158730159,14,1,2,1,1,2,4,20
1464,M,1991,32.0,Unknown,5,Manufacturing Director,Research & Development,No,1,Part Time,Yes,Unknown,No,2,0,1,4,0,0,Life Sciences,4,53914.11,4492.84,556.2566609977324,24,4,2,4,2,3,8,
1465,F,1992,31.0,Unknown,2,Laboratory Technician,Research & Development,No,1,Part Time,Yes,Unknown,Unknown,1,3,4,3,0,0,Medical,1,11290.0,94083.0,116.484126984127,11,4,1,4,3,3,1,
1466,F,1998,25.0,Unknown,2,Human Resources,Human Resources,No,2,Part Time,No,travel_rarely,No,1,0,3,3,1,2,Unknown,3,28111.13,2342.59,290.03550973654063,14,3,3,2,3,3,4,6
1467,M,1983,40.0,Married,44,Laboratory Technician,Research & Development,No,1,Part Time,Yes,Unknown,No,1,2,3,3,0,0,Unknown,4,28111.13,2342.59,290.03550973654063,19,1,3,4,3,2,8,8
1468,M,1984,39.0,Unknown,9,Manager,Unknown,No,6,Full Time,No,non-travel,Unknown,5,0,3,3,1,3,Unknown,3,194310.0,16192.5,2004.7857142857144,13,4,3,4,3,2,2,
1469,M,2000,23.0,Married,9,Sales Representative,Sales,Yes,1,,No,Unknown,No,1,1,3,3,1,0,Unknown,3,28111.13,2342.59,290.03550973654063,19,4,3,1,1,,1,
1470,F,1988,35.0,Single,26,Human Resources,Human Resources,No,9,Part Time,No,travel_rarely,Yes,3,0,2,3,1,7,Life Sciences,4,100071.84,8339.32,1032.4872861766066,16,3,3,4,3,,1,
1471,M,1989,34.0,Unknown,7,Sales Representative,Sales,No,11,,Yes,travel_rarely,Yes,1,1,4,4,5,7,Technical Degree,2,23080.0,1923.33,238.12698412698413,25,2,3,3,2,3,0,12
1472,M,1995,28.0,Single,16,Research Scientist,Research & Development,No,5,Part Time,No,non-travel,No,1,0,3,3,1,4,Medical,3,21440.0,1772.7766666666666,221.2063492063492,14,3,3,3,3,2,1,5
1473,M,1994,29.0,Married,1,Healthcare Representative,Research & Development,No,5,Part Time,No,Unknown,No,2,1,5,3,0,2,Life Sciences,3,53730.0,4477.5,554.3571428571429,12,1,3,1,1,2,0,6
1474,F,1965,58.0,Married,23,Healthcare Representative,Research & Development,Yes,40,Part Time,Yes,travel_rarely,Unknown,3,1,3,3,15,6,Medical,4,100071.84,8339.32,1032.4872861766066,12,4,3,4,4,2,1,40
1475,M,1985,38.0,Divorced,3,Sales Executive,Sales,No,16,Part Time,Yes,Unknown,Unknown,3,2,6,3,5,13,Life Sciences,3,100071.84,8339.32,1032.4872861766066,12,1,3,3,3,2,0,
1476,F,1994,29.0,Married,1,Sales Executive,Sales,No,11,Part Time,Yes,travel_frequently,Unknown,3,1,5,3,4,1,Unknown,1,100071.84,8339.32,1032.4872861766066,14,2,3,4,4,3,1,11
1477,M,1968,55.0,Single,1,Manager,Unknown,No,36,,Yes,travel_rarely,Unknown,5,0,2,3,4,13,Medical,3,190450.0,15870.83,1964.9603174603176,14,4,3,1,3,3,0,37
1478,M,1982,41.0,Unknown,2,Manager,Unknown,No,22,Full Time,Yes,Unknown,Unknown,4,0,2,3,0,4,Unknown,4,160150.0,12971.223333333333,1652.34126984127,19,4,3,2,2,3,1,
1479,M,1984,39.0,Unknown,1,Healthcare Representative,Research & Development,No,18,,Yes,travel_rarely,No,3,3,5,,3,7,Unknown,3,96113.33333333333,8010.83,991.8174603174604,17,3,4,4,1,2,0,19
1480,M,1985,38.0,Unknown,15,Research Director,Research & Development,No,11,Full Time,Yes,Unknown,Unknown,3,1,3,3,2,9,Life Sciences,2,115100.0,9352.776666666667,1187.5396825396826,14,3,2,4,2,3,0,
1481,M,1980,43.0,Unknown,12,Research Director,Research & Development,No,25,,Yes,Unknown,No,4,1,3,3,3,9,Unknown,3,153407.07,12783.92,1582.7713464696226,11,1,2,2,3,,1,
1482,F,1992,31.0,Married,7,Manufacturing Director,Research & Development,No,13,Part Time,Yes,Unknown,No,2,1,5,3,3,12,Unknown,2,43060.0,3588.33,444.26984126984127,12,2,3,1,2,1,1,13
1483,M,1973,50.0,Married,29,Manager,Research & Development,No,27,Full Time,Yes,travel_rarely,No,4,1,2,3,15,7,Life Sciences,4,170460.0,14205.0,1758.7142857142858,15,2,2,3,2,3,0,28
1484,F,1990,33.0,Unknown,8,Sales Representative,Sales,No,2,Part Time,No,non-travel,Unknown,1,0,2,3,2,2,Life Sciences,1,28111.13,2342.59,290.03550973654063,19,2,2,4,4,2,0,
1485,M,1997,26.0,Married,2,Research Scientist,Research & Development,Yes,3,,Yes,Unknown,Unknown,1,1,2,3,1,2,Life Sciences,3,20400.0,1701.67,210.6825396825397,14,1,3,1,2,3,6,6
1486,M,1985,38.0,Unknown,3,Research Scientist,Research & Development,No,2,Full Time,No,travel_frequently,No,1,1,2,3,2,2,Unknown,4,28210.0,2350.83,291.05555555555554,16,3,3,3,1,3,3,8
1487,M,1977,46.0,Unknown,1,Research Director,Research & Development,No,2,,Yes,Unknown,No,5,2,0,3,2,2,Medical,4,191324.62,15943.72,1973.9841269841268,17,4,3,4,4,3,9,23
1488,F,2002,21.0,Single,25,Research Scientist,Research & Development,No,2,Part Time,Yes,Unknown,Yes,1,0,6,3,2,2,Unknown,1,20700.0,1731.9433333333334,213.57142857142856,11,4,2,2,3,4,1,2
1489,M,1992,31.0,Married,20,Sales Representative,Sales,No,2,Part Time,No,travel_frequently,No,1,1,4,,2,2,Unknown,3,27910.0,2337.56,287.96031746031747,12,3,4,4,1,3,0,3
1490,M,1988,35.0,Divorced,11,Sales Executive,Sales,No,5,Part Time,Yes,Unknown,Unknown,2,1,3,3,0,2,Marketing,2,53914.11,4492.84,556.2566609977324,11,4,3,4,4,3,1,5
1491,M,1989,34.0,Single,2,Manufacturing Director,Research & Development,No,3,Part Time,Yes,Unknown,No,2,0,3,3,0,2,Unknown,2,53914.11,4492.84,556.2566609977324,11,4,3,3,4,,2,
1492,F,1990,33.0,Single,9,Sales Executive,Sales,Yes,5,Full Time,Yes,Unknown,Unknown,2,0,3,3,0,3,Unknown,4,82240.0,6377.22,848.5079365079365,17,1,3,1,1,3,0,6
1493,M,1992,31.0,Unknown,15,Laboratory Technician,Research & Development,Yes,2,Part Time,No,Unknown,No,1,1,5,3,2,2,Medical,3,26100.0,2145.83,269.2857142857143,12,3,3,3,3,2,1,
1494,F,1986,37.0,Unknown,25,Healthcare Representative,Research & Development,No,6,Full Time,No,travel_rarely,No,2,2,2,3,1,3,Unknown,2,57310.0,4745.276666666667,591.2936507936508,13,3,2,4,3,3,7,9
1495,M,1996,27.0,Married,6,Research Scientist,Research & Development,No,4,,No,travel_rarely,No,1,1,0,,2,2,Unknown,3,25426.666666666668,2115.83,261.96031746031747,13,4,2,3,3,3,1,4
1496,M,1988,35.0,Married,4,Laboratory Technician,Research & Development,No,2,Part Time,Yes,travel_frequently,Unknown,1,1,2,3,2,2,Other,4,23760.0,1980.0,245.1428571428572,13,4,2,4,2,4,1,2
1497,F,1967,56.0,Divorced,4,Manager,Unknown,No,5,Full Time,No,Unknown,No,5,1,2,3,4,2,Unknown,4,191324.62,15943.72,1973.9841269841268,13,4,3,1,4,3,4,28
1498,F,1978,45.0,Unknown,7,Research Scientist,Research & Development,No,3,Part Time,Yes,Unknown,Yes,1,1,2,3,0,2,Medical,3,28111.13,2342.59,290.03550973654063,19,1,3,3,3,,4,
1499,M,1980,43.0,Unknown,2,Human Resources,Human Resources,No,9,Full Time,Yes,travel_rarely,No,1,0,5,3,1,8,Life Sciences,3,35390.0,2949.17,365.1349206349206,13,2,3,4,2,3,0,
1500,F,1992,31.0,Unknown,29,Sales Executive,Sales,No,12,Full Time,Yes,travel_rarely,Unknown,2,2,3,3,5,7,Marketing,4,54680.0,4566.39,564.1587301587302,14,1,2,4,1,3,1,
1501,M,1988,35.0,Unknown,27,Sales Executive,Sales,Yes,10,Full Time,Yes,Unknown,Unknown,2,0,2,3,7,7,Unknown,3,58130.0,4844.17,599.7539682539682,18,3,3,4,4,3,1,
1502,M,1988,35.0,Divorced,2,Manufacturing Director,Research & Development,No,7,Part Time,No,non-travel,No,2,1,6,3,1,7,Medical,2,53914.11,4492.84,556.2566609977324,14,2,3,4,3,3,2,15
1503,F,1993,30.0,Single,47,Manufacturing Director,Research & Development,No,7,Part Time,No,Unknown,No,3,0,3,3,0,2,Medical,3,96670.0,8055.83,997.3888888888888,14,47,3,3,2,3,9,9
1504,F,1977,46.0,Married,21,Healthcare Representative,Research & Development,Yes,9,Part Time,No,travel_rarely,No,2,1,2,4,3,7,Medical,2,53914.11,4492.84,556.2566609977324,22,4,3,2,4,4,4,13
1505,F,1978,45.0,Married,48,Sales Executive,Sales,No,8,,Yes,non-travel,Unknown,2,2,3,4,5,7,Unknown,4,51533.333333333336,4295.0,531.7619047619048,22,48,3,3,2,4,4,10
1506,M,1980,43.0,Married,2,Sales Executive,Sales,No,7,,No,travel_frequently,Unknown,2,1,5,4,7,7,Life Sciences,4,56716.666666666664,4729.17,585.515873015873,20,1,3,4,3,3,1,7
1507,F,1977,46.0,Unknown,10,Sales Executive,Sales,Yes,8,Part Time,No,Unknown,Unknown,3,3,2,4,0,7,Life Sciences,3,73140.0,6095.0,754.6190476190477,21,3,3,2,3,3,5,14
1508,M,1983,40.0,Unknown,1,Manager,Research & Development,No,19,Full Time,Yes,travel_rarely,Unknown,4,1,3,3,11,16,Unknown,4,153407.07,12783.92,1582.7713464696226,11,1,3,1,1,,2,22
1509,F,1996,27.0,Single,2,Sales Executive,Sales,No,8,Part Time,Yes,travel_rarely,No,2,0,5,3,0,7,Unknown,2,53914.11,4492.84,556.2566609977324,14,1,4,3,2,2,0,9
1510,M,1981,42.0,Married,6,Research Director,Research & Development,No,13,,No,Unknown,No,3,1,3,3,5,7,Medical,3,100071.84,8339.32,1032.4872861766066,13,3,3,1,2,4,9,18
1511,M,1997,26.0,Married,6,Laboratory Technician,Research & Development,No,7,Part Time,Yes,travel_frequently,No,1,1,3,3,7,7,Other,3,28111.13,2342.59,290.03550973654063,18,3,4,4,1,3,0,8
1512,M,1995,28.0,Married,1,Sales Executive,Sales,No,7,Part Time,Yes,travel_frequently,Unknown,2,1,2,3,0,7,Life Sciences,2,53914.11,4492.84,556.2566609977324,12,3,2,4,3,3,1,7
1513,M,1992,31.0,Married,5,Research Scientist,Research & Development,No,5,Part Time,Yes,travel_rarely,Unknown,1,1,4,3,0,3,Unknown,4,28111.13,2342.59,290.03550973654063,12,3,3,4,3,3,0,
1514,M,1992,31.0,Unknown,2,Human Resources,Human Resources,No,2,Full Time,Yes,travel_rarely,No,2,0,1,3,1,0,Human Resources,3,64100.0,5341.67,661.3492063492064,12,1,2,1,4,3,3,
1515,M,1992,31.0,Unknown,2,Research Scientist,Research & Development,No,2,Part Time,Yes,Unknown,Unknown,1,1,2,3,2,2,Unknown,4,28111.13,2342.59,290.03550973654063,18,3,3,4,2,1,0,3
1516,M,1971,52.0,Unknown,8,Research Scientist,Research & Development,Yes,8,Part Time,No,Unknown,No,2,0,3,,7,7,Medical,4,49410.0,4117.5,509.78571428571433,15,3,2,2,1,2,2,11
1517,M,1995,28.0,Married,2,Research Scientist,Research & Development,Yes,3,Part Time,Yes,Unknown,Yes,1,0,4,3,2,2,Medical,4,28111.13,2342.59,290.03550973654063,13,1,1,4,4,2,5,
1518,M,1976,47.0,Married,5,Research Director,Research & Development,No,3,Full Time,Yes,travel_rarely,Unknown,5,1,2,3,1,1,Unknown,5,191324.62,15943.72,1973.9841269841268,11,4,3,3,2,3,4,21
1519,M,1994,29.0,Unknown,9,Laboratory Technician,Research & Development,No,3,Full Time,No,Unknown,No,1,0,2,3,2,2,Other,5,39830.0,3347.7766666666666,410.9444444444444,17,2,2,4,3,,0,4
